business_id,review_text,review_star,positive_phrases,positive_polarity,negative_phrases,negative_polarity
UE3AvVnaPEBPneVahYT2eA,"If I could give it 4 1/2 stars I could.  I'm feeling generous today so I'll round up instead of down.  The only thing I didn't like about the experience were the onions in my salad...But I'll get to that:

I enjoyed the Prime Rib French Dip.  The roll was soft and perfect for the sandwich.  The meat was very tender.  The horseradish sauce was spicy and creamy.

The french fries were real thin...perfectly crispy on the outside, salted perfectly, and ""mushy on the inside"".

I also enjoyed the Bacon Blue Cheese Salad.  The Maytag Blue Cheese was intense.  It was dressed perfectly.   It had tons of bacon, walnuts, and cheese.  It was a worthy salad.  The onions were unfortunate. They tasted bad.  I will go forth with good intentions and ASSUME that this was a one time event.  

The service was spot on from greeting to delivering the check.  Knowledgable and attentive staff will always get a return visit from me!  5 stars for sure!",5,"[u' worthy salad', u' good intentions', u' attentive staff']",1.433333333,[],0
UE3AvVnaPEBPneVahYT2eA,"I had never heard of this restaurant before and was introduced by some business associates. 

We came for lunch with a party of 8. We were seated in the back patio in a semi-private area. 

Our server was great and we had a good meal. Most of the girls had the salads (all gigantic sized) and most of the men had sandwiches and things of that nature.

They had lemonade which I had and it was just okay. I had asked if they could flavor it and was looked at like I had asked if they could add alcohol to it. Usually in Seattle, you can get a strawberry lemonade, etc so I didn't think my request was too strange but apparently it is in AZ. 

The atmosphere was nice and I can see it being a good spot for happy hour. The interior bar area definitely had a hip feel to it.",4,"[u' good meal', u' just okay', u' good spot', u' happy hour']",2.7,[],0
UE3AvVnaPEBPneVahYT2eA,"My boyfriend & I have drove by this restaurant probably a dozen times and finally decided we should try it out. Went to an early dinner on Saturday December 18th. The atmosphere was nice, bar looked very nice with all the bottles lined up as a back drop. We sat in the dining room and ordered a bottle of wine. One good thing about this restaurant is that any server will act like your server. The servers were very helpful overall. We ordered a bottle of Chardonnay and Caprese ($5.99 - Fresh tomatoes, basil and mozzarella cheese in a balsamic reduction) and a side of Israeli Couscous ($2.79 - topped with roasted pistachios) to start. Both were good, the only thing is that the Caprese was 75% tomatoes and 25% mozzarella, I guess that is why it is only $5.99, but it was good. I am a vegetarian so I ordered the Famous Grilled Chicken Salad ($14.89 - Field greens tossed with sliced grilled chicken, goat cheese, toasted almonds, golden raisins, cherry tomatoes and croutons in an aged balsamic vinaigrette drizzled with yogurt sauce) WITHOUT chicken (of course!) and I loved it. I asked for avocados and extra goat cheese to substitute for the chicken and they brought both without charge. My boyfriend got the Rustic Club Sandwich ($10.89 - Marinated turkey, roasted and sliced with smoky bacon, cheddar, lettuce, tomato and mayonnaise on toasted whole wheat bread). His only critique of the sandwich its that it was too heavy to enjoy with the entire meal (apps, wine, dessert) He found himself at the end to be lethargic. Great overall sandwich but a little too heavy for his taste. Even though we were both stuffed we decided to order dessert since that is what this whole restaurant is about...white chocolate! We  ordered White Chocolate Banana Cream Pie ($7.59 - A Graham Cracker and Chocolate Chunk Crust, Fresh Bananas and Vanilla Pastry Cream. With Caramel, Whipped Cream and Shaved White Chocolate) and I was actually expecting it to be really really good. But it was not that tasty, kind of bland. But overall, I would definitely go back to WCG for the wine, apps,and salad! Definitely a 4/5 stars for a nice weeknight meal! :)",4,"[u' very nice', u' good thing', u' golden raisins', u' really good', u' nice weeknight']",3.08,"[u' grilled chicken', u' aged balsamic', u' too heavy', u' too heavy']",-1.1
UE3AvVnaPEBPneVahYT2eA,"Ok, this is one of my favorite type of places - the type where you pick dessert first and then plan your meal accordingly. The service was very attentive and, for the record, my steak was very tasty. In fact, my steak was better than the one I had at bourbon steak during restaurant week and for about half the price. 

but, the desserts here are truly the stars of the show. there is a reason the brownie is ""famous"" and the white choc. banana cream pie was wonderful. Seriously, you will want to cuddle with these desserts when you are done.",4,"[u' favorite type', u' very attentive']",1.02,[],0
UE3AvVnaPEBPneVahYT2eA,Went here for the first time this weekend on Saturday night with some friends. The place was packed. Great ambience and excellent and prompt service. I had fried artichokes for an appetizer and the Filet Mignon Cobb Salad. They were both excellent choices but the dessert blew me away! I'm from the South and have tried lots of bread puddings but the White Chocholate Bread Pudding was by far the best I've tried! Will definitely be going back soon!,5,[u' excellent choices'],1,[],0
UE3AvVnaPEBPneVahYT2eA,"Every time I come here, the service, decor and food are top notch. They also have one of my favorite Cabernet's in Joel Gott.  You cannot go wrong with anything on the menu, including dessert. For appetizers; the Caprese is served in a bowl with cherry tomatoes and mozzarella balls, which is actually fun to pick at if you have other guests at your table. Never disappointed in WCG.",5,[u' top notch'],0.5,[],0
UE3AvVnaPEBPneVahYT2eA,"WCG has been a favorite for years. There is always a crowd so make a reservation. Very cool ambiance with dark lighting. The wait staff is very professional.
We order the artichoke app every time. Recently I had the ribeye (their most popular steak) it was cooked to perfection. Nice and tender and juicy. My wife loved her tomato soup. And our 2 yr old scarfed down the kids pasta ( and my skinny French fries). 
The food is delicious.
This is truly as good as it gets.",5,"[u' Very cool', u' popular steak', u' as good']",1.755,[u' dark lighting'],-0.15
UE3AvVnaPEBPneVahYT2eA,"I've now been to the WCG twice.  The first time I went, I only had a salad.  Only salad has new meaning here as they have some fantastic salads.  In fact, several people at the table said they had never had a salad so wonderful.  I also heard that the seared Ahi was to die for.  Salads were just filler as prelude to desert however.  Everyone at the table ordered something different and they were all passed around.  I can highly recommend the cheesecake and the banana pudding.  Both were outstanding.

On my second visit I tried the Parmesan crusted filet.  It was to die for and I ate way more of it than intended.  I also enjoyed the mashed potatoes and shared someone else's honey roasted carrots.  Tablemates had ribs and the steak sandwich and both had rave reviews.

Overall the service was wonderful, the atmosphere is relaxing and reasonably quiet even when the place is busy.  The food is excellent (I have not heard a bad thing about any dish) and the dessert is worth the trip.  They even list it first on the menu; a sure sign of something great!",4,"[u' fantastic salads', u' so wonderful', u' sure sign']",1.9,[u' bad thing'],-0.7
UE3AvVnaPEBPneVahYT2eA,Went there for there happy our and I must say. I was extremely impressed. I got the ribs platter for 8 dollars. Came with a decent half rack and some fries. Next time I want to try there bread pudding.,5,[u' extremely impressed'],1,[],0
UE3AvVnaPEBPneVahYT2eA,Went here for our anniversary dinner. Great place. Food was great! The pumpkin cheese cake was a surprise. My wife loves pumpkin and I hate it but I ate most of it. Be sure to make reservations!,5,[u' Great place'],0.8,[],0
UE3AvVnaPEBPneVahYT2eA,"My wonderful in-laws took me here for a late birthday present. (My birthday was several months ago) I had the fillet topped with blue cheese and it was outstanding! 

I've been to this place three times and every time it was nothing but extraordinary. 

It is a little pricey but if you have a few extra bucks and are hungry (I always am!) I highly reccomend that you stop by here if you're in the Scottsdale area.",5,[],0,"[u' late birthday', u' little pricey']",-0.4875
UE3AvVnaPEBPneVahYT2eA,"3 of us went to dinner here while on a trip.  
I ordered the WCG bacon blue cheese salad as a starter.  It never was delivered, so cannot say how good it is :(
Also ordered the Rotisserie Chicken on recommendation from the wonderful waitress.  It was as good as she said.  they do it in-house in their rotisserie oven.  very flavorful and juicy.  about a quarter of a chicken.  choice of one side:  french fries, Israeli Couscous,
Freshly Mashed Potatoes, Steamed Broccoli or Honey Roasted Carrots.  I had the steamed brocolli- and it was as good as broccoli gets.
Others with me had the rotisserie chicken and rib combo.  the ribs literally just fell off of the bone.  one had the broccoli and the other the fries.  The fries were  very good!
they also brought us out a sample plate (for free!!!! :) )  of the pork tenderloin and veggie of the night - snap peas.  Both were excellent, and I would order it off of the menu.

wine list was very nice and not just the usual selections.  Lemonade was homemade but very tart.
we were originally led to a table  in the bar area, but it was very noisy so we were shown to a table in the back.  much quieter, but the AC vent was right above the tables and made it feel like a meat locker.  we all commented how quick are food got cold from the vent blowing on the food.
we made a reseravation for 7:30 on a Tuesday, but it really was not needed.  Very nice atmosphere in the place, except for the noisy bar area.  very reasonable prices for the quality of food.",4,"[u' wonderful waitress', u' as good', u' as good', u' very good', u' very nice', u' very reasonable']",4.35,[],0
UE3AvVnaPEBPneVahYT2eA,"Probably not what you're expecting but - hands down the BEST ranch sauce I've ever had. It wasn't your typical ranch sauce. 

I ordered the chicken strips which weren't overly crispy which is good. It also comes with 3 sauces - BBQ, honey mustard and THE BEST RANCH EVER. 

The White Chocolate Blondie Brownie was spectacular. Not too sweet and was delicious.

Happy Hour ends at 6pm, so I recommend getting there before that time!",4,[u' too sweet'],0.35,[u' typical ranch'],-0.166666667
UE3AvVnaPEBPneVahYT2eA,I never thought much of this place from the outside but the inside is really well done. I will keep this short and simple.. their happy hour is great and you MUST try the ribs. You get a half rack (which was a huge half rack) and fries for $6.99. The meat falls off the bone and it is tender and juicy with a sauce that is incredible. I also enjoyed the $6 martini.  You can get 20 oz beers for $4 as well. I will be going back to try a  full meal next time.,4,"[u' happy hour', u' full meal']",1.15,[],0
UE3AvVnaPEBPneVahYT2eA,"I suppose it's good....for what it is: a generic, chain restaurant eerily similar to Houston's, or Hillstone, or whatever the hell generic shit it is. 

It isn't that the food that I ordered was not good, but it wasn't very creative. It's all the same shit you get at Cheesecake Factory, or a steakhouse, or whatever. There wasn't much exciting about it. After a 30 minute wait to be seated, service was good. The clientele is a bit, um, on the older side. Again, it's a chain.... that's pretty much what you get.

We didn't order dessert and am now regretful, they looked absolutely fantastic!",3,"[u' very creative', u' pretty much', u' absolutely fantastic']",1.275,"[u' generic shit', u' not good', u' same shit']",-0.55
UE3AvVnaPEBPneVahYT2eA,"four star average?
Why?
This place is a chain restaurant with a silly name - the family made me eat here and I will tell you this - the only thing four star here are the sexy tall young fit waiters.... everything else is weak and salty...

At least they serve bourbon - but seriously the cocktail menu was silly and the preparation by the untrained bartenders was obvious - silly rolls with honey butter oh that's cute -

the food was applebees meets outback  - one of those taste of the world menus - my dad was silly enough to order the prime rib - it looked like a swanson frozen dinner - poor dad - IT IS CALLED WHITE CHOCOLATE GRILL - what does that mean - oh it means we are silly and have duped people into thinking we are a trendy restaurant.

So sad - seriously the service is lovely and attentive the food is better prepared and home with more flavor and less salt - i guess the real french fries - the string kind were yummy but I needed to up my BP meds.

oh and a funny decor thing - they use rolled up, stacked utensils in napkins as sorta sculptural decor around the restaurant - sorta weird",2,"[u' trendy restaurant', u' better prepared', u' funny decor']",1.35,"[u' silly name', u' So sad']",-1
UE3AvVnaPEBPneVahYT2eA,"Returned for our anniversary dinner, we have been here multiple times and always Had good experiences. This time however, food was horrible and would expect much better quality from WCG. Fish was very tough, steak was a bad cut, very thin and dry. I tried to contact the management to give them feedback on our visit and never got a response from them. We will not be returning and will have to go somewhere else to make up for our anniversary dinner.",2,[u' good experiences'],0.7,"[u' very tough', u' bad cut', u' very thin']",-1.725555556
UE3AvVnaPEBPneVahYT2eA,"We went for the first time with my family and couple of girl friends on a Saturday night. I have read great reviews so we decided to give it a try. We did not get a reservation and just walked in around 9pm hoping that we'd get a table right away since they are an hour away from closing time. Parking wasn't bad, location was easy to find, and the restaurant's ambiance was relaxing and I would say it's more for ""date night"" kind of restaurant instead of a family style restaurant. We were surprised that it took 20 minutes to get us a table because the restaurant didn't look so packed at all. 

When we finally got our table, our server was trying hard to be polite but he gave us a vibe that he was tired and ready to go home which I totally understand. 

We ordered different entrees to give each a try, I ordered the black seasoned Mahi with fresh mashed potatoes and I thought that was delicious. My boyfriend ordered the chicken enchiladas which he also enjoyed. We also tried the roasted chicken and bbq ribs and thought those were a little dry and not as savory than expected. And finally, my sister ordered a cheeseburger with a side of french fries which she also thought was ""okay"" and nothing special about it. 

Each dish costs about $18-24 which makes me think the food would be extravagant and something that I have never tasted anywhere else before but I think for this price range, it did not meet my expectation.

Overall I think we had an ""okay"" experience but no really looking forward to going back.",3,"[u' great reviews', u"" n't bad""]",1.15,[],0
UE3AvVnaPEBPneVahYT2eA,"My friend and I decided to have lunch here.  We had been there once before and really liked it.  It was about 1:30 and very, very, noisy when we entered.  We ask for the quietest table and she placed us next to a table with 3 wild children.  We ordered drinks and the house Margarita was good and tangy.  I had a side Caesars salad and it was really good and plenty big.  My friend had the salmon and couscous and he said it was ""good"" but not outstanding.   I had the ""rib steak"" but it was really small, tough (like shoe leather)  and certainly not worth the $27.95.  It had a strange tasting sauce on top as well.  The shoe string potatoes were only warm on the plate.  We ordered apply pie but when it came, it was more of an apple danish with puff pastry.  it tasted good but it wasn't an apple pie.  Over all, I was disappointed.  The grill is not ""cheap"" and frankly if you are going to charge that much money for each item, it better be really good and sadly it wasn't.",2,"[u' really good', u' only warm', u' really good']",1.7,"[u' not outstanding', u' really small']",-0.5
UE3AvVnaPEBPneVahYT2eA,"Just had a wonderful dinner at White Chocolate Grill! Heirloom tomato Salad and Prime rib were amazing! Our server Rachel made us feel so welcome and taken care off,  as if we were in her home!",5,"[u' wonderful dinner', u' so welcome']",1.8,[],0
UE3AvVnaPEBPneVahYT2eA,"Our second time dining here and another superb dining experience! Friendly and attentive service with absolutely delicious food. My family all enjoyed their entrees. A special shout out to the quinoa burger, carrots and cold green beans with pistachios. Yum, yum, yum. We topped it off by sharing the divine white chocOlate blonde and banana cream pie. We will most certainly return here when visiting Scottsdale!",5,"[u' attentive service', u' absolutely delicious', u' special shout']",1.757142857,[],0
UE3AvVnaPEBPneVahYT2eA,"We have enjoyed The White Chocolate Grill (WCG) many times, both for Happy Hour and for dinner. Our experiences have been universally good.

We came here last week after church for Easter Sunday around 2-ish for dinner.  We had made our reservations on Open Table/Yelp and our booth was waiting for us when we arrived.  Actually, the WCG was only half full at the time after a busy brunch, but it was nice having the hostess escort us over to our table by the window.

Our water glasses were filled, as we sat looking at our menus.  Heather our server came by giving us the Specials of the day.  The three of us decided to skip the wine list, opting instead for Ice Tea.  It had already been a long day, and any alcohol would have put us to sleep.

We started by sharing the Ahi Tuna Salad for $14.95.  WCG normally sears it with a sesame crust which is very good, but today we asked them not to cook it but serve it raw.  There is something about raw ahi tuna, in their champagne vinaigrette that speaks to me.  Today was no different, it was very nicely done.

For dinner we order, the End Cut Prime Rib for $24.99, the Baby Back Rib for $21.99, and the Balsamic Rib Eye for $26.89.  Each of us had a bite of the others and we were very happy with our selections.  

The Rib Eye was not what you would have expected, in so far as it was not a piece of prime rib without the bone, but instead two small 7' cutlets cooked in a glazed balsamic reduction sauce.  Very nice.   The Baby Backs were as you would expect, as was the End Cut.

For dessert, we ordered the Bread Pudding for $7.59 and the house special Silky Chocolate Soufflé Cake also $7.59.  We also had some coffee for $2.49 and a Cappuccino for $2.99.

In my Yelp Tip, I mentioned the Bread Pudding as being exceptional and it is,  I know on some cooking shows, it looks like just day old bread and a cream sauce of some kind.  But at WCG, the sauce is almost Creme Brulle-ish and it really is out of this world.  

The total damage came to $116.00, before tax of $10.79 and tip; which seemed fair for three people.  One of things we like to do is go to a movie at the nearby Harkin's Cine Capri and stop at WCG for dessert afterwards.  We really had a nice time at the WCG on Easter and we will certainly recommend them.

Enjoy!",4,"[u' many times', u' universally good', u' very good', u' very happy', u' nice time']",3.71,[u' raw ahi'],-0.230769231
UE3AvVnaPEBPneVahYT2eA,Love this place!! the Parmesan crusted fillet is to die for!! I've tried other restaurants fillets and its just not the same. The hubby loves the french dip and just like me he hasn't found a better french dip out there. We love their string fries and the ranch is really good. Not a fan of the cesar salad however we both loved the spring rolls for appetizers. For dessert we have pretty much tried them all. My favorite is the banana cream pie but they are all pretty yummy. The waiters and staff is just amazing. about a year ago when we came for dinner i was brought a mushroom fillet instead of the Parmesan crusted fillet... i didn't mind but they were awesome and comped my meal and brought out the Parmesan that goes on top so i can have it with the stake they already gave me.(we were in a hurry so i didnt want to wait for another one) A couple of months after that we went again and we had a horrible experience wait for our table/service and food was just horrible. We came there just for dessert and i need to mention that it was not busy at all. we were never asked for our drink order until waiting about 5-10 minutes after we sat down when i asked a manager for assistance. by the time he got our drinks our waitress finally came to ask for our order (she must have been on break as we didn't see her anywhere in the room) then it took what it seemed like forever to get our 4 different types of desserts. By the time we left i was very very disappointed. But i guess the last few times we have been this year we have had great customer service. We will definitely go again.,5,"[u' really good', u' pretty much', u' just amazing', u' great customer']",2.325,"[u' horrible experience', u' just horrible', u' very disappointed']",-2.975
UE3AvVnaPEBPneVahYT2eA,"This would have been a one star review except the incredible management which comped our meal. Let me preface by saying we came here from a very poor experience in Tucson. Literally drove back home and decided to hop by for a meal end dessert, hoping to override a poor experience we'd just had.
Well, unfortunately, it was ""not my day"" for dining, and our experience here was pretty aweful. As I said, we stopped in for dessert. We were seated in surprisingly short time, considering the line and proposed ""20-minute"" wait. However, despite our short wait, we were in there for 45 minutes. Yes, 45 minutes, for dessert. That is how much I ususally spend if I am chatty with friends for an entire meal.
A friendly waitress greeted us and took our drink orders (Some Cherry Coke to compliment) We then waited quite some time for our ""official"" waitress to come, and when she got there, she did not smile, say thank you for coming, or anything. We gave her our order and asked for a side of grenadine to make the cherry coke stronger. She obliged the grenadine and ran off with our order. We were not attended to until the dessert came out. I would have waited an hour for good, fresh, and warm dessert, but alas after about 10 minutes they came out. The White brownie dessert was cold, the other lukewarm. When she brought us a second cherry coke (which had no extra grenadine, despite the fact I had to order some earlier) My twin got her attention and said ""It's cold"".  She did not say ""I'm so sorry"" she just said ""Ok"" and snatched, literally, the dessert from the table. She asked me if mine was too, I said it could use a little warmth, she took them both back. NO APOLOGY, no NOTHING. We waited another 10 or 15 minutes, and got warm dessert. DURING THIS ENTIRE TIME she talked and checked on the table across from us NONSTOP. We had to sit around with no soda, and had had the cold dessert for some time. We were relieved when they came back out perfectly warm, although there was more dark chocolate sauce on the white brownie this time. They were delightful! Finally, she checked on us, brought our bill again and I asked for a to-go for my bread pudding. I watched this woman bring out 5 other tables dishes, two to go boxes, and chat with the table opposite us 3 times. We were waiting for her also to take the card. FINALLY she came over, by this time I muttered ""about time"" under my breath, thats how long it was! Another someodd minutes and we finally had the bill back. We were angry, we loved the food, but this woman had not SERVED us, so I wrote a big ZERO where the tip was. It would be different if she'd smiled at least ONCE or apologized for being so busy or had a good attitude, but this woman had a big frown the whole time. So we asked for a manager to tell them about this. She comped our meal, even though we were perfectly happy paying for the food and not the service. The food was delightful. I was very grateful for the dessert meal comp, but I will never go back again. This was pretty aweful in service. It should never take 45 minutes to get and eat a dessert. Period. It wouldnt be worth going back.",2,"[u' incredible management', u' pretty aweful', u' friendly waitress', u' warm dessert', u' warm dessert', u' perfectly warm', u' good attitude', u' perfectly happy', u' pretty aweful']",5.075,"[u' very poor', u' poor experience', u' so sorry', u' little warmth', u' cold dessert', u' dark chocolate']",-2.3575
UE3AvVnaPEBPneVahYT2eA,"I've never had a roasted artichoke - or any kind of artichoke,  until I was brought by a good friend to WCG...I must say...DELICIOUS! The atmosphere was calming and relaxing and quite romantic. Service was impeccable and the food was served quickly and was really satisfying! I will be back for more! I didn't have dessert as I knew it would be WAY too good! I do recommend the drive to get to WCG if you don't live close by. It is worth it!",5,"[u' good friend', u' really satisfying', u' too good']",1.9,[],0
UE3AvVnaPEBPneVahYT2eA,"Nice atmosphere and great service.   I had the Parm crusted filet and it came out slightly over cooked.  The server agreed and immediately grabbed the plate to have them refire a new steak and let me know it would take a while and offered soup or salad while I waited.  The second steak was melt in your mouth amazing.   When something happens, taking care of it promptly and effectively is what service is about.  I would return to WCG and recommend it to others.

The server was also very helpful with recommendations for wine pairings as well.   Excellent dinner!",5,"[u' great service', u' Excellent dinner']",1.8,[],0
UE3AvVnaPEBPneVahYT2eA,Amazing food! Went there on Sunday evening to celebrate a birthday. The ambiance was cozy and intimate with a nice pit fireplace outside of the restaurant.  We ordered the 4 cheese spinach and artichoke dip and the AZ egg rolls...Yum yum! For dinner we had the jambalaya which was spicy but delicious.  My friends ordered the crab cakes and blackened Mahi. Both were very fresh and moist. For dessert we shared the white chocolate bread pudding. ..we were in heaven!  Definitely a great place to go for a special occasion.,5,"[u' nice pit', u' very fresh', u' great place', u' special occasion']",2.147142857,[],0
UE3AvVnaPEBPneVahYT2eA,Probably my favorite restaurant. Not over priced but still gives off the vibe of an upscale restaurant. The service is usually pretty good from my experience. The white chocolate brownie is so good definitely share it with someone.,5,"[u' favorite restaurant', u' pretty good', u' so good']",1.675,[],0
UE3AvVnaPEBPneVahYT2eA,"I love their dessert! It's my favorite thing to eat here. The best one is the freshly baked apple pie. Besides the dessert, their burgers and sandwiches are great too. 

Food 4/5
Service 4/5
Atmosphere 3/5- it's really dark inside, I wish it was brighter",4,[u' favorite thing'],0.5,[u' really dark'],-0.15
UE3AvVnaPEBPneVahYT2eA,"White Chocolate Grill was outstanding in every respect. The staff was very friendly, the food was outstanding and the whiskey list was top notch. 

A buddy and I decided to grab some appetizers and drinks here after work and sat at the bar tables. The service was fantastic and the staff timed the arrival of the food perfectly. Each subsequent appetizer arrived just as we'd completed the previous one. The servers were very attentive and friendly without appearing overbearing. Overall, the menu provided a variety of choices to meet all tastes and budgets. 

In regards to the cocktail menu it's very extensive, particularly the whiskey list. They have an excellent selection of bourbons at very reasonable prices. Along with our food we spent the evening enjoying a variety of selections from the whiskey list. 

Overall, we had a fantastic experience at a White Chocolate Grill and this has become one of my new favorites when I'm in the Scottsdale/Phoenix area. This place certainly deserves a try!",5,"[u' very friendly', u' top notch', u' very attentive', u' excellent selection', u' very reasonable', u' fantastic experience']",3.1675,[],0
Ld2hhA3q3cdkptwS1fsYEg,I love this location. The people here are always so nice! They always greet us so kindly! I normally get the spicy chicken teriyaki bowl. The service is fast and the food is plentiful. The regular bowl is 6.29. This usually fills me up quickly. The spicy sauce is amazing. They even sell it in the bowl. This is truly a hidden gem.,5,[u' so nice'],0.6,[],0
Ld2hhA3q3cdkptwS1fsYEg,"Such a great place to get some authentic food! I love it, I go for lunch multiple times a week and get the chicken yakisoba. It's amazing. They have really good sushi too. Definitely one of my favorite places to eat.",5,"[u' great place', u' authentic food', u' really good', u' favorite places']",2.5,[],0
Ld2hhA3q3cdkptwS1fsYEg,"The food at Yogis Grill is pretty good and decently priced.  I like the idea that you can get half of a sushi roll.  The lunch special is nicely priced and, in my opinion, a good value.  However, sometimes the chicken is undercooked (as it was today) or includes a tough, chewy part of the chicken.  I had the same combination bowl lunch special for lunch the other day and with the exception of one piece, the rest of the chicken was cooked appropriately.  So yeah, sometimes hit or miss.  I've had the crunch roll which was tasty and nicely priced for fast sushi.  

There is ample seating, but service can be rather slow.  It was a given that the sushi roll I ordered took longer to prepare than the lunch special I ordered.  However, the slow service started at the register.  I visited around noon during a weekday.  The line wasn't that long at the register so I was looking forward to ordering quickly.  After the cashier took the order from the customer in front of me, the cashier answered to phone to take a phone order.  The phone order was a long one and I ended up waiting for a long time as the cashier insisted that the phone order was more important than mine.  I almost got out of line and left, but she must've sensed my annoyance and took my order while she put the phone order on hold.  Service would have been more quick is there was more than one person at the register and taking phone orders, especially during the peak of the lunch hour.  

They have a wide variety of food, but I will definitely think twice about ordering here.  The amount of time I have to available to wait for my order and the potential quality of the food (whether I feel like taking a chance on undercooked chicken) will be factors I take into consideration.",2,"[u' pretty good', u' good value', u' fast sushi', u' more important']",1.825,"[u' wide variety', u' undercooked chicken']",-0.7
Ld2hhA3q3cdkptwS1fsYEg,"Yogi's Grill has great teriyaki for a reasonable price. I haven't tried anything else, but the few times I've eaten here , the food has always been fresh and delicious.",4,"[u' great teriyaki', u' reasonable price']",1,[],0
Ld2hhA3q3cdkptwS1fsYEg,This is our second time eating at one of these Yogi Grills and first time at this location. NOT HAPPY AT ALL! The cashier Lizabeth was rude she didn't even ask how she could help just walked up to the register than while I start to say my order she picks up the phone and takes somebody else order after she hangs up she just staring all dumb like she is bothered she has to even be doing this. Then before she swipes my card I ask to add avocado she rolls her eyes than starts pushing buttons on her register all mad. While we wait for our order she looks over at us I am assuming  while packing our order looks at us all stupid and ties the bag. When we get home to eat this is what I find in our order this Avocado we paid extra for. I'm not expecting 5 star service but better customer service than this and definitely not happy about paying for something that can't even be touched.,1,[],0,[u' not happy'],-0.4
Ld2hhA3q3cdkptwS1fsYEg,"I LOVE their veggie rolls. I like them tempura, which is not on the menu. They are always accommodating and make it just the way I like. Everyone is very friendly, and they remember my order even if it's been a month since my last visit.",5,[u' very friendly'],0.4875,[],0
Ld2hhA3q3cdkptwS1fsYEg,"This place was okay. Maybe I'm not a teriyaki kind of person, but I wasn't impressed.

This being our first time, it took some time for us to decide what to order. The cashier was pleasant and didn't make us feel rushed. I ordered the cucumber salad. My friend ordered a teriyaki bowl along with some dumplings for us to share. The food came out fairly quickly. The salad was brought out first then the other items. 

The salad was disappointing. It looked nothing like the picture on the menu board. It was a lot of iceberg lettuce topped with strips of cucumber and a couple small cherry tomatoes. A small plastic container of salad dressing came on the side per my request. The dumplings were good, but a bit greasy for my taste. My friend thought the teriyaki bowl was okay.

There was really nothing about the food that stood out. It was average food that could be found at any Asian cookie cutter franchise. 

Not sure why everything is in styrofoam or plastic. No dishes that way, but it didn't add to the experience. I didn't like that dining in meant I ate my salad out of a plastic container with a plastic fork.

Overall, a clean place with average prices, average food and a pleasant cashier.

I would recommend it if you like teriyaki, but don't go expecting anything amazing.",3,"[u' teriyaki kind', u' clean place', u' pleasant cashier']",1.7,"[u"" n't impressed"", u' small cherry', u' small plastic', u' Not sure']",-1.25
Ld2hhA3q3cdkptwS1fsYEg,"Holy crap this place is great! The food is delicious, the sushi was very fresh, and the delivery man was hot! My boyfriend got the sushi while we were visiting from Massachusetts and said ""I think this is he best sushi I've ever had!""",5,[u' very fresh'],0.39,[],0
Ld2hhA3q3cdkptwS1fsYEg,"I just went here on a whim and was not disappointed, they have great service, the food was good, and the prices great. I was surprised to see sushi available but it was still pretty good. If your looking for healthy stuff,they have that too.",4,"[u' great service', u' pretty good', u' healthy stuff']",1.775,[],0
Ld2hhA3q3cdkptwS1fsYEg,"This is a great place to grab a quick bite and feel good about it.  I enjoyed the Teriyaki and rice with all white chicken.  The chicken was grilled perfectly and thoughtfully plated atop a nice portion of rice.  The rice was not overly sticky.   

It is easy to miss this restaurant as it is tucked in a corner near Best Buy.",5,"[u' great place', u' quick bite', u' nice portion']",1.733333333,[u' white chicken'],-0.3
Ld2hhA3q3cdkptwS1fsYEg,"Love this place! Its healthy, fresh delicious food. Its not zippy fast because its fresh made to order so it'll take a few min! Chill out, geez.  Like spicy? Get the spicy teriyaki!",5,[u' delicious food'],1,[],0
Ld2hhA3q3cdkptwS1fsYEg,"I loved this place! My only beef is that they use styrofoam! 4 stars for that.  It's 2013 and we know what it does to the planet. It never Leaves! Otherwise , my hubby loves teriyaki and I love sushi and I think it was wonderful. The girl in the front was very nice,all the condiments were available at a all you want bar and the sushi was very fresh. It was a little expensive but it's Sushi! I can't wait to go back and try the noodles and croquettes!",4,"[u' very nice', u' very fresh']",1.17,[],0
Ld2hhA3q3cdkptwS1fsYEg,"For me this place is perfect for lunch.  

Cheap, good food and lunchtime portions of sushi on the side.  Clean, quick and friendly staff.  Can get hot during lunch because of the angle of the glass windows. 

They have a steamed vegetable dish with brown rice for very little money which makes a perfect everyday fast meal which is ideal if you want to stay away from fried and burgers.   

The fact that they have quick small cheap portions of sushi to go on the side if fantastic. 

THANKS FOR ALSO PLAYING KLOVE loud and proud which is unusual for a business these days, extra star cause of that.",5,"[u' good food', u' friendly staff', u' cheap portions']",1.475,[u' very little'],-0.24375
